component,t_min,t_max,slope,intercept,D,stdD
x,0.001,0.01,nan,nan,nan,nan
xd,0.001,0.01,0.9642715084991468,0.7584885643765115,2.8672038339690453,0.014522105664347857
y,0.001,0.01,0.9894196892994744,0.8335248688863839,3.407963017302353,0.04910820931520142
z,0.001,0.01,0.6084335894883994,-0.48974122053543423,0.161893265732928,0.01796159177317743
