xmsd,xstd,xdmsd,xdstd,ymsd,ystd,zmsd,zstd,t
0.0068374737894344164,0.003164336769735124,0.006832170925370319,0.0031785590323227444,0.0068616135795063525,0.0029165834395877364,0.005285398905785063,0.0030571766024841385,0.001
0.01375124645229019,0.008659248282229465,0.013738014134579007,0.008807047527434312,0.013773085280130251,0.007848568800593885,0.009555444197996641,0.005693481358881419,0.002
0.020376105729804486,0.016605306724755315,0.020362181185349968,0.0170310381495809,0.020480947978138327,0.014166258043127641,0.012670461682372918,0.008211100781298457,0.003
0.027150698996739622,0.02460879041991608,0.02713125538910726,0.025408314795103207,0.02767010817325197,0.02315864343741409,0.014808366415510171,0.009565873035480264,0.004
0.03370401178904204,0.02673296516020717,0.03357708660072316,0.027475699852770485,0.03460073521740501,0.030532708255382294,0.01733646014196569,0.011058272208182618,0.005
0.04053607267861593,0.032391920487758255,0.0403709612643149,0.03319191155753027,0.041267219772994385,0.037468470541062074,0.01996462083235622,0.012707933944824092,0.006
0.04683118240755616,0.03963505799176552,0.046431703541608874,0.03948858703462062,0.04796611475297243,0.04692934053787829,0.022453822705449208,0.013439812343858042,0.007
0.05344226165544154,0.04574340193917703,0.05317135718807456,0.04636623693012051,0.05459292613893556,0.05444697500386346,0.024241477507204214,0.01434215365327317,0.008
0.06070082568476011,0.05534054457446525,0.06024787506073644,0.055850900164245154,0.060709752992872415,0.0645913727131698,0.02557770315799939,0.015096901165656961,0.009000000000000001
0.0684153006775543,0.06389219238999991,0.06800789506418203,0.06458203233021191,0.06420389410216126,0.0648568506090878,0.027032665167676655,0.01596223261015991,0.01
0.12516439780770877,0.11701663679836838,0.12173297173629483,0.11501546668087971,0.12636062104200219,0.11878557196044268,0.032743380800378516,0.018712395545004895,0.02
0.1952224677597499,0.20337795850427184,0.1871515625378806,0.19943357896955125,0.18645391670854586,0.18959557239267208,0.03307259947311458,0.018521158177252143,0.03
0.26799561823405366,0.29431730777814213,0.2594094756555531,0.29870324805236514,0.2462412732635771,0.26666582998255034,0.03230314997622474,0.017668680318404517,0.04
0.35529488391038355,0.40018296767094863,0.342560564074749,0.4034511813505202,0.31850367214020403,0.3930260965696638,0.03272213638645245,0.019140442252324728,0.05
0.4110899045945372,0.466488858798498,0.3949556530785414,0.46116998717767343,0.35096367427505226,0.5619013235368662,0.03446515492480039,0.01671700613139067,0.06
0.4748513837530224,0.6607031977161789,0.4450481609940722,0.6232125205461598,0.40002242848840797,0.5145308415805645,0.03490787435706487,0.020110456369725124,0.07
0.4931047446745118,0.8264894661210026,0.45858385024622234,0.743361944252478,0.5465961305795687,0.7223264596321756,0.03777803531132124,0.020653561511917457,0.08
0.5368930970381799,0.698260541183466,0.5068024495344473,0.639424840335716,0.7520904554858817,1.097428053281883,0.03569680027509304,0.01728279462321265,0.09
0.629133350683445,0.8762944307615919,0.5834335318791272,0.7936139331717192,0.5586482891043222,0.5730740213074834,0.03784444161211583,0.022157100102571266,0.1
0.6365293816036143,0.349843409654939,0.33516308461130095,0.19288953593416372,0.9860052005201869,0.3031184018988194,0.027124372478708008,0.009137788184606897,0.2
