component,t_min,t_max,slope,intercept,D,stdD
x,0.001,0.01,nan,nan,nan,nan
xd,0.001,0.01,0.9728009958035364,0.7811621555128627,3.020870859634039,0.07377956034603983
y,0.001,0.01,0.9928028596703747,0.8348595170533275,3.418452277319479,0.03693441561478262
z,0.001,0.01,0.6076999705544719,-0.4794810574826454,0.1657635148153727,0.019448582736174964
