xmsd,xstd,xdmsd,xdstd,ymsd,ystd,zmsd,zstd,t
0.0009527778121744769,0.00040088262407763714,0.0007287283938831724,0.00029639809447900737,0.0007291479944524412,0.0003006015423059432,0.0005832074663980741,0.0002532397945184426,0.0001
0.0023515552350226584,0.0013431858970342182,0.0014585482759316975,0.0007799942948502554,0.0014627504938878948,0.0007849537725730169,0.001069135135366297,0.0005610076057947159,0.0002
0.004193531554944701,0.00288913935500865,0.0021975653841919004,0.0014690226570068503,0.0021839369252174322,0.0014722624835838876,0.0014585331031915616,0.0008570711663106834,0.00030000000000000003
0.0064807223673049984,0.004924685314109156,0.0029340827988761516,0.002306135945968989,0.0029271000115776613,0.0023169733209710665,0.001765822673599208,0.001185166786382326,0.0004
0.009050193896299914,0.00677050368900165,0.003670355061771167,0.002938835641410619,0.0036682086442801983,0.0028974206844265974,0.0021995796581089754,0.0014517455272057185,0.0005
0.01187889446185445,0.008691857711482814,0.00438212137383338,0.0034902082367426293,0.004390971839796292,0.0034783069126049773,0.00260575784829774,0.001725281931555967,0.0006000000000000001
0.015154624074881577,0.010954638835311952,0.005118253857265694,0.004168182128953025,0.0051295131159221465,0.004060719082524273,0.0030002625167921838,0.0019952910741180296,0.0007
0.018693379691096274,0.013492498914060349,0.005869102097911143,0.004791139444165316,0.0058018173967371925,0.004513939195442681,0.003381602622632371,0.0022702369598618924,0.0008
0.022554603379733675,0.016228505394375883,0.006635177084791468,0.005433594808503844,0.006518975070111229,0.004934921262723674,0.0037915052789449094,0.002547381411183264,0.0009000000000000001
0.026527339313615783,0.018735464771222534,0.007376480080307261,0.006039307337047974,0.007301059274922624,0.0056617112369691065,0.004188492749827681,0.0028231505113075076,0.001
0.08121172414888357,0.051583462520252456,0.014479546481094206,0.012225819122854016,0.014450140378212538,0.011708080463173088,0.007741093258385295,0.005232230204892966,0.002
0.15587763368622293,0.09582872791894914,0.02207827805267182,0.019767850499166965,0.021759522710697993,0.0185896171021703,0.010684058711768562,0.007255127583122484,0.003
0.24601193277942315,0.14439154525884537,0.02915418322912945,0.026350551091352106,0.029021977951145358,0.027149887043042435,0.01287824839412297,0.008571675336731284,0.004
0.3591060447513269,0.2097387291430982,0.036626497618867715,0.033113289025181,0.03637557451784741,0.036676659800137734,0.014164144514853995,0.009210575984518963,0.005
0.48341869160550044,0.2738700109168816,0.04331608474272405,0.03945716429972217,0.04310560308606486,0.04275885229925829,0.015307965307746677,0.009720046110696122,0.006
0.617960549508715,0.3368891902253316,0.049930266958618005,0.04510381361284409,0.049790533699015496,0.049118054203599965,0.01629617373649182,0.010158098739545455,0.007
0.769598627620819,0.40768096687766964,0.05670908666915054,0.05275589338725244,0.05646556992370178,0.056648344945721504,0.01685038609502623,0.010392530968354123,0.008
0.9322237331580497,0.47784901758021825,0.06277398522858389,0.05826471706081106,0.06341135714794356,0.06284684332875569,0.01725891284818556,0.010552145997743954,0.009000000000000001
1.1153408966544764,0.5683551166868775,0.06984375708544992,0.06658831129914582,0.07131432551995028,0.07178153828450057,0.017533423810704985,0.0106511596535089,0.01
3.7967785327144163,1.6437024981238182,0.13797295967127712,0.1530934566526829,0.13454673692869465,0.14633006793386333,0.017856381663270398,0.010309996338197748,0.02
8.016477153787637,3.0887592143969864,0.22094358192703983,0.24698497356832572,0.2056638881296178,0.23981135632446135,0.017933662303794052,0.009742665506263987,0.030000000000000002
13.899909732954391,4.715531568466073,0.28250504126688364,0.33360731400464844,0.273377439899046,0.3305422966232319,0.018035483071054684,0.01086462758476086,0.04
20.896538713523473,6.237515902590222,0.3442372597778672,0.439603742321565,0.335053457753829,0.443185916427697,0.017622220356834205,0.011201815837023114,0.05
30.229218404144756,8.271860349848728,0.47974409997699136,0.5559824471533019,0.45747039236660036,0.6510575682983956,0.017282393867093442,0.007774534018320304,0.060000000000000005
39.703309897584646,11.614522897836647,0.652397224475223,0.6053987022510201,0.44343946997208905,0.507756927814154,0.016646387605616843,0.009968517921952533,0.07
50.6607818312969,14.57701664249356,0.8166318717156299,0.6719705605007348,0.5379819115550158,0.6555280109270397,0.020318476069800886,0.018062778347359462,0.08
55.71641733680921,14.490058399498826,0.9344750939687979,0.5727682628372747,0.9706740432131538,0.8972912705593704,0.01598981429208738,0.008992431110686368,0.09000000000000001
65.48950606018141,16.171206590791172,1.221139499018093,0.8080630355592884,1.1748866540990062,1.2779721129972887,0.012149476314109866,0.010718133037199899,0.1
