run,timestep,particle_id,x,y,z
0,0,0,2.99106481890835,0.2855854808084959,2.1032375932311296
0,0,1,2.478146399278105,1.2248503677095912,2.5842799807646752
0,0,2,1.9489278907583145,1.1497770401878862,0.7700313966246535
0,0,3,3.2069215622374116,2.539247011666521,1.1775026038300176
0,1,0,3.2617086391623404,0.3099082347854192,2.493643489938705
0,1,1,1.9778527644633535,1.204177988593405,2.8390433136212163
0,1,2,1.917753328367828,1.4149494734504624,1.6585019117499593
0,1,3,3.5553287703969714,2.095021086169985,1.799402903065359
0,2,0,2.716840979828488,0.26741999561572405,2.378478257876309
0,2,1,1.5952838749602756,0.8958523946417463,3.216770688583481
0,2,2,1.9197994031854164,1.3010674056176705,1.5074261058032798
0,2,3,3.2027485426008937,2.362275709243865,2.0606893517665856
0,3,0,2.307082664849815,0.11797637957475104,2.095718741160807
0,3,1,1.770152648065802,0.7304987783260648,2.9221720386436334
0,3,2,1.9730390102123865,1.2727509916219981,1.2333177729419968
0,3,3,3.126145365168101,2.1242226094433194,1.9268497433990628
0,4,0,1.974920255169149,0.531174032198959,2.35312335135887
0,4,1,1.983969636186855,0.6127836639546037,2.7537116722093864
0,4,2,2.2964410957482473,1.048269946857403,1.669218946920837
0,4,3,3.1559812648826018,2.2130470544722094,1.812756715599028
0,5,0,1.8268786783206397,0.5273959337163442,2.101970976384214
0,5,1,1.8428708944521988,0.48413085567129144,2.610391554744386
0,5,2,2.0128496215525185,1.2041077715828439,1.3904433361901185
0,5,3,3.38752203648454,2.072809867363494,1.4667027160318962
0,6,0,2.0301788386127337,0.2067198221735661,1.8765885579297716
0,6,1,1.7593006024342481,0.5494002519826443,2.507907269646473
0,6,2,2.0995680982273996,0.9384043330283948,1.3523489100775714
0,6,3,2.707488027250029,2.6657484040659662,1.3628182210611464
0,7,0,1.6798777331757666,0.3518583481105507,2.0409110697135646
0,7,1,1.240481096080765,0.8161974737969657,2.8033048502281277
0,7,2,2.2000765477316584,1.2809721189387013,1.5881160989570118
0,7,3,3.2585112687065765,2.6541009864676544,1.4461444018613983
0,8,0,1.7383282644793228,0.6846006292778151,2.0876889318449203
0,8,1,1.5095324367222207,1.1218718887069328,2.6022765376783896
0,8,2,1.9058150431745422,1.1254687232173943,1.2216973962475333
0,8,3,3.2569974855860804,2.7246326061704687,2.0925550466269742
0,9,0,1.8025643896534391,0.9782102895915701,1.926649505395312
0,9,1,1.9999197604155583,1.7287793844772885,2.099179165523154
0,9,2,1.6481736993822453,0.9409458482264357,1.336679474389138
0,9,3,3.4716653594652733,2.5744800065065183,2.103208471066648
0,10,0,1.8420714106503802,1.0385238132367334,2.036111457221264
0,10,1,1.725080749428392,1.5631215020147253,2.231663760032769
0,10,2,1.7415037786040806,1.2955682656765344,1.2286414485641703
0,10,3,3.119720002810282,2.262425394379597,2.2941452552221846
0,11,0,1.6770389929974132,0.8069646854193101,2.4424835351721614
0,11,1,1.6982533197261862,1.4384511744794957,2.5225238580976987
0,11,2,1.48511220309812,1.618960191879486,1.5478054330836577
0,11,3,3.172574106062816,2.148877900199518,2.6869589039931574
0,12,0,1.4362510385185887,0.4606725610772993,2.6727139831264015
0,12,1,1.5953415943615443,1.7103135297196774,2.188194315368323
0,12,2,1.2599534282532974,1.1914238602260863,1.3504627894006798
0,12,3,3.2923714153549364,2.4297569056092634,2.600654401869865
0,13,0,1.914605154292482,0.6318151522161788,3.4853319881951363
0,13,1,0.9838187526632977,1.7826840951080463,2.4031448939900346
0,13,2,1.8980664476160674,1.438541153078115,1.8669092801133291
0,13,3,3.41749803807816,2.8759807156471258,2.5144634381019184
0,14,0,1.2066059232714954,1.262402360332589,3.3081645104682407
0,14,1,0.71098555710845,1.9057967147213246,2.031250810215838
0,14,2,1.6833491358162411,1.7982566836641658,2.058487564113598
0,14,3,3.520282718552312,2.657890633291081,2.3218358030200696
0,15,0,0.5966000101163011,1.0903273735044525,4.00610226806639
0,15,1,0.4716549082118905,1.9300217281474834,2.128637436205922
